state,n_years_total,waste_metric,environmental_metric,n_years_used,pearson_corr,abs_pearson_corr
NT,15,hazardous_disposal_tonnes,total_air_emission_kg,15,0.276768300670979,0.276768300670979
NT,15,hazardous_disposal_tonnes,total_water_emission_kg,15,0.3369554484164786,0.3369554484164786
NT,15,hazardous_disposal_tonnes,total_land_emission_kg,15,0.26600783159441854,0.26600783159441854
NT,15,hazardous_disposal_tonnes,lead_air_kg,15,-0.10097174505918208,0.10097174505918208
NT,15,hazardous_disposal_tonnes,lead_water_kg,15,-0.19322753640362034,0.19322753640362034
NT,15,hazardous_disposal_tonnes,lead_land_kg,15,-0.07873667187621868,0.07873667187621868
NT,15,hazardous_disposal_tonnes,mercury_air_kg,15,-0.40610455316395155,0.40610455316395155
NT,15,hazardous_disposal_tonnes,mercury_water_kg,15,0.04756982047193161,0.04756982047193161
NT,15,hazardous_disposal_tonnes,mercury_land_kg,15,0.769101911066444,0.769101911066444
NT,15,hazardous_disposal_tonnes,cadmium_air_kg,15,-0.42212312195832447,0.42212312195832447
NT,15,hazardous_disposal_tonnes,cadmium_water_kg,15,-0.34013564619462533,0.34013564619462533
NT,15,hazardous_disposal_tonnes,cadmium_land_kg,15,0.0879118236646537,0.0879118236646537
NT,15,hazardous_disposal_tonnes,nickel_air_kg,15,-0.37296290340594046,0.37296290340594046
NT,15,hazardous_disposal_tonnes,nickel_water_kg,15,-0.10692544956683837,0.10692544956683837
NT,15,hazardous_disposal_tonnes,nickel_land_kg,15,-0.11506798005661789,0.11506798005661789
NT,15,hazardous_disposal_tonnes,chromium_air_kg,15,0.36304823331251646,0.36304823331251646
NT,15,hazardous_disposal_tonnes,chromium_water_kg,15,0.0641859850462707,0.0641859850462707
NT,15,hazardous_disposal_tonnes,chromium_land_kg,15,-0.11200400826996433,0.11200400826996433
NT,15,hazardous_disposal_tonnes,copper_air_kg,15,-0.37370711207889246,0.37370711207889246
NT,15,hazardous_disposal_tonnes,copper_water_kg,15,-0.28280739553977674,0.28280739553977674
NT,15,hazardous_disposal_tonnes,copper_land_kg,15,-0.17063009698144674,0.17063009698144674
NT,15,hazardous_disposal_tonnes,zinc_air_kg,15,-0.4283253706794157,0.4283253706794157
NT,15,hazardous_disposal_tonnes,zinc_water_kg,15,-0.11677759980085348,0.11677759980085348
NT,15,hazardous_disposal_tonnes,zinc_land_kg,15,-0.10531184107141336,0.10531184107141336
NT,15,hazardous_disposal_tonnes,tvoc_air_kg,15,0.7861667639084684,0.7861667639084684
NT,15,hazardous_disposal_tonnes,tvoc_water_kg,15,-0.13838403600245155,0.13838403600245155
NT,15,hazardous_disposal_tonnes,tvoc_land_kg,15,-0.1383840360024515,0.1383840360024515
NT,15,hazardous_disposal_tonnes,pm10_air_kg,15,0.8246439026517345,0.8246439026517345
NT,15,hazardous_disposal_tonnes,pm10_water_kg,15,,
NT,15,hazardous_disposal_tonnes,pm10_land_kg,15,,
NT,15,hazardous_disposal_tonnes,pm25_air_kg,15,-0.16964331126206278,0.16964331126206278
NT,15,hazardous_disposal_tonnes,pm25_water_kg,15,,
NT,15,hazardous_disposal_tonnes,pm25_land_kg,15,,
QLD,15,ewaste_proxy_tonnes,total_air_emission_kg,15,0.34057140025777355,0.34057140025777355
QLD,15,ewaste_proxy_tonnes,total_water_emission_kg,15,-0.005183291754329495,0.005183291754329495
QLD,15,ewaste_proxy_tonnes,total_land_emission_kg,15,0.15985822767118282,0.15985822767118282
QLD,15,ewaste_proxy_tonnes,lead_air_kg,15,-0.052208651207821775,0.052208651207821775
QLD,15,ewaste_proxy_tonnes,lead_water_kg,15,-0.17600872797635442,0.17600872797635442
QLD,15,ewaste_proxy_tonnes,lead_land_kg,15,-0.045035460229291016,0.045035460229291016
QLD,15,ewaste_proxy_tonnes,mercury_air_kg,15,0.4204992096280979,0.4204992096280979
QLD,15,ewaste_proxy_tonnes,mercury_water_kg,15,0.32321582696591966,0.32321582696591966
QLD,15,ewaste_proxy_tonnes,mercury_land_kg,15,0.14601362654969044,0.14601362654969044
QLD,15,ewaste_proxy_tonnes,cadmium_air_kg,15,-0.29202585741555953,0.29202585741555953
QLD,15,ewaste_proxy_tonnes,cadmium_water_kg,15,0.0030171608632534636,0.0030171608632534636
QLD,15,ewaste_proxy_tonnes,cadmium_land_kg,15,0.030364410036231675,0.030364410036231675
QLD,15,ewaste_proxy_tonnes,nickel_air_kg,15,-0.016763159179728135,0.016763159179728135
QLD,15,ewaste_proxy_tonnes,nickel_water_kg,15,0.1931244798202318,0.1931244798202318
QLD,15,ewaste_proxy_tonnes,nickel_land_kg,15,-0.03434280236461492,0.03434280236461492
QLD,15,ewaste_proxy_tonnes,chromium_air_kg,15,-0.029180392961214253,0.029180392961214253
QLD,15,ewaste_proxy_tonnes,chromium_water_kg,15,0.17963055125350297,0.17963055125350297
QLD,15,ewaste_proxy_tonnes,chromium_land_kg,15,0.07568624984463714,0.07568624984463714
QLD,15,ewaste_proxy_tonnes,copper_air_kg,15,0.21377035515312248,0.21377035515312248
QLD,15,ewaste_proxy_tonnes,copper_water_kg,15,-0.32776396240819106,0.32776396240819106
QLD,15,ewaste_proxy_tonnes,copper_land_kg,15,-0.1459352805181656,0.1459352805181656
QLD,15,ewaste_proxy_tonnes,zinc_air_kg,15,-0.0064903669158939145,0.0064903669158939145
QLD,15,ewaste_proxy_tonnes,zinc_water_kg,15,-0.3530709717374742,0.3530709717374742
QLD,15,ewaste_proxy_tonnes,zinc_land_kg,15,-0.14961589965476813,0.14961589965476813
QLD,15,ewaste_proxy_tonnes,tvoc_air_kg,15,-0.3128066110199464,0.3128066110199464
QLD,15,ewaste_proxy_tonnes,tvoc_water_kg,15,-0.16228781550008844,0.16228781550008844
QLD,15,ewaste_proxy_tonnes,tvoc_land_kg,15,-0.16228781550008836,0.16228781550008836
QLD,15,ewaste_proxy_tonnes,pm10_air_kg,15,0.22194996244020204,0.22194996244020204
QLD,15,ewaste_proxy_tonnes,pm10_water_kg,15,,
QLD,15,ewaste_proxy_tonnes,pm10_land_kg,15,,
QLD,15,ewaste_proxy_tonnes,pm25_air_kg,15,0.14226033081023812,0.14226033081023812
QLD,15,ewaste_proxy_tonnes,pm25_water_kg,15,,
QLD,15,ewaste_proxy_tonnes,pm25_land_kg,15,,
QLD,15,hazardous_recycling_tonnes,total_air_emission_kg,15,0.7129976944100518,0.7129976944100518
QLD,15,hazardous_recycling_tonnes,total_water_emission_kg,15,-0.21690389686009479,0.21690389686009479
QLD,15,hazardous_recycling_tonnes,total_land_emission_kg,15,-0.05587067299236337,0.05587067299236337
QLD,15,hazardous_recycling_tonnes,lead_air_kg,15,-0.5913756166937507,0.5913756166937507
QLD,15,hazardous_recycling_tonnes,lead_water_kg,15,-0.4935494408536914,0.4935494408536914
QLD,15,hazardous_recycling_tonnes,lead_land_kg,15,-0.39179318885932535,0.39179318885932535
QLD,15,hazardous_recycling_tonnes,mercury_air_kg,15,0.3590403674171183,0.3590403674171183
QLD,15,hazardous_recycling_tonnes,mercury_water_kg,15,0.08005372539531606,0.08005372539531606
QLD,15,hazardous_recycling_tonnes,mercury_land_kg,15,-0.07132243996758343,0.07132243996758343
QLD,15,hazardous_recycling_tonnes,cadmium_air_kg,15,-0.5358259863941464,0.5358259863941464
QLD,15,hazardous_recycling_tonnes,cadmium_water_kg,15,-0.3683178985239407,0.3683178985239407
QLD,15,hazardous_recycling_tonnes,cadmium_land_kg,15,-0.4909970038925259,0.4909970038925259
QLD,15,hazardous_recycling_tonnes,nickel_air_kg,15,0.2731769582594855,0.2731769582594855
QLD,15,hazardous_recycling_tonnes,nickel_water_kg,15,0.22032373727778,0.22032373727778
QLD,15,hazardous_recycling_tonnes,nickel_land_kg,15,0.25277936853676075,0.25277936853676075
QLD,15,hazardous_recycling_tonnes,chromium_air_kg,15,0.5179664033697028,0.5179664033697028
QLD,15,hazardous_recycling_tonnes,chromium_water_kg,15,-0.38876013285788247,0.38876013285788247
QLD,15,hazardous_recycling_tonnes,chromium_land_kg,15,0.013595836245294202,0.013595836245294202
QLD,15,hazardous_recycling_tonnes,copper_air_kg,15,-0.37246390337030455,0.37246390337030455
QLD,15,hazardous_recycling_tonnes,copper_water_kg,15,-0.4427507919189979,0.4427507919189979
QLD,15,hazardous_recycling_tonnes,copper_land_kg,15,-0.2448420144060355,0.2448420144060355
QLD,15,hazardous_recycling_tonnes,zinc_air_kg,15,-0.5826612971821863,0.5826612971821863
QLD,15,hazardous_recycling_tonnes,zinc_water_kg,15,-0.4454208535577932,0.4454208535577932
QLD,15,hazardous_recycling_tonnes,zinc_land_kg,15,-0.0867409067820751,0.0867409067820751
QLD,15,hazardous_recycling_tonnes,tvoc_air_kg,15,-0.4836571338513683,0.4836571338513683
QLD,15,hazardous_recycling_tonnes,tvoc_water_kg,15,-0.2942968270577148,0.2942968270577148
QLD,15,hazardous_recycling_tonnes,tvoc_land_kg,15,-0.2942968270577147,0.2942968270577147
QLD,15,hazardous_recycling_tonnes,pm10_air_kg,15,0.8011470732321374,0.8011470732321374
QLD,15,hazardous_recycling_tonnes,pm10_water_kg,15,,
QLD,15,hazardous_recycling_tonnes,pm10_land_kg,15,,
QLD,15,hazardous_recycling_tonnes,pm25_air_kg,15,0.5695002734375113,0.5695002734375113
QLD,15,hazardous_recycling_tonnes,pm25_water_kg,15,,
QLD,15,hazardous_recycling_tonnes,pm25_land_kg,15,,
QLD,15,hazardous_disposal_tonnes,total_air_emission_kg,15,0.04014607834734708,0.04014607834734708
QLD,15,hazardous_disposal_tonnes,total_water_emission_kg,15,0.09390605411427641,0.09390605411427641
QLD,15,hazardous_disposal_tonnes,total_land_emission_kg,15,0.20085373624156544,0.20085373624156544
QLD,15,hazardous_disposal_tonnes,lead_air_kg,15,0.20887218365799476,0.20887218365799476
QLD,15,hazardous_disposal_tonnes,lead_water_kg,15,0.03403018227316918,0.03403018227316918
QLD,15,hazardous_disposal_tonnes,lead_land_kg,15,0.12903639604796108,0.12903639604796108
QLD,15,hazardous_disposal_tonnes,mercury_air_kg,15,0.28614291066497943,0.28614291066497943
QLD,15,hazardous_disposal_tonnes,mercury_water_kg,15,0.30750920275619853,0.30750920275619853
QLD,15,hazardous_disposal_tonnes,mercury_land_kg,15,0.1821584150284229,0.1821584150284229
QLD,15,hazardous_disposal_tonnes,cadmium_air_kg,15,-0.07186385368088521,0.07186385368088521
QLD,15,hazardous_disposal_tonnes,cadmium_water_kg,15,0.17353011303757587,0.17353011303757587
QLD,15,hazardous_disposal_tonnes,cadmium_land_kg,15,0.25309557376441294,0.25309557376441294
QLD,15,hazardous_disposal_tonnes,nickel_air_kg,15,-0.1283723700305278,0.1283723700305278
QLD,15,hazardous_disposal_tonnes,nickel_water_kg,15,0.1034356975147441,0.1034356975147441
QLD,15,hazardous_disposal_tonnes,nickel_land_kg,15,-0.15296196631521455,0.15296196631521455
QLD,15,hazardous_disposal_tonnes,chromium_air_kg,15,-0.2557180048551415,0.2557180048551415
QLD,15,hazardous_disposal_tonnes,chromium_water_kg,15,0.3621166213284232,0.3621166213284232
QLD,15,hazardous_disposal_tonnes,chromium_land_kg,15,0.06879963670913271,0.06879963670913271
QLD,15,hazardous_disposal_tonnes,copper_air_kg,15,0.39361817463496324,0.39361817463496324
QLD,15,hazardous_disposal_tonnes,copper_water_kg,15,-0.14966052083805012,0.14966052083805012
QLD,15,hazardous_disposal_tonnes,copper_land_kg,15,-0.04322057035275549,0.04322057035275549
QLD,15,hazardous_disposal_tonnes,zinc_air_kg,15,0.2518230798858293,0.2518230798858293
QLD,15,hazardous_disposal_tonnes,zinc_water_kg,15,-0.17570831707396523,0.17570831707396523
QLD,15,hazardous_disposal_tonnes,zinc_land_kg,15,-0.11974395911351501,0.11974395911351501
QLD,15,hazardous_disposal_tonnes,tvoc_air_kg,15,-0.11102899404603807,0.11102899404603807
QLD,15,hazardous_disposal_tonnes,tvoc_water_kg,15,-0.037457129715333375,0.037457129715333375
QLD,15,hazardous_disposal_tonnes,tvoc_land_kg,15,-0.03745712971533338,0.03745712971533338
QLD,15,hazardous_disposal_tonnes,pm10_air_kg,15,-0.11788793202301376,0.11788793202301376
QLD,15,hazardous_disposal_tonnes,pm10_water_kg,15,,
QLD,15,hazardous_disposal_tonnes,pm10_land_kg,15,,
QLD,15,hazardous_disposal_tonnes,pm25_air_kg,15,-0.10427610969656918,0.10427610969656918
QLD,15,hazardous_disposal_tonnes,pm25_water_kg,15,,
QLD,15,hazardous_disposal_tonnes,pm25_land_kg,15,,
SA,15,ewaste_proxy_tonnes,total_air_emission_kg,15,0.6046719468835569,0.6046719468835569
SA,15,ewaste_proxy_tonnes,total_water_emission_kg,15,-0.05035536824575505,0.05035536824575505
SA,15,ewaste_proxy_tonnes,total_land_emission_kg,15,0.48919534413026955,0.48919534413026955
SA,15,ewaste_proxy_tonnes,lead_air_kg,15,0.4830401298106135,0.4830401298106135
SA,15,ewaste_proxy_tonnes,lead_water_kg,15,0.21969162446677018,0.21969162446677018
SA,15,ewaste_proxy_tonnes,lead_land_kg,15,-0.3700081846421091,0.3700081846421091
SA,15,ewaste_proxy_tonnes,mercury_air_kg,15,0.3261232611646535,0.3261232611646535
SA,15,ewaste_proxy_tonnes,mercury_water_kg,15,-0.522812986146443,0.522812986146443
SA,15,ewaste_proxy_tonnes,mercury_land_kg,15,-0.2905767685915669,0.2905767685915669
SA,15,ewaste_proxy_tonnes,cadmium_air_kg,15,0.431914320728264,0.431914320728264
SA,15,ewaste_proxy_tonnes,cadmium_water_kg,15,0.38330428444684744,0.38330428444684744
SA,15,ewaste_proxy_tonnes,cadmium_land_kg,15,0.29804783785397393,0.29804783785397393
SA,15,ewaste_proxy_tonnes,nickel_air_kg,15,-0.128681364983275,0.128681364983275
SA,15,ewaste_proxy_tonnes,nickel_water_kg,15,-0.46772462899342115,0.46772462899342115
SA,15,ewaste_proxy_tonnes,nickel_land_kg,15,0.45225709824789717,0.45225709824789717
SA,15,ewaste_proxy_tonnes,chromium_air_kg,15,-0.23285541767391144,0.23285541767391144
SA,15,ewaste_proxy_tonnes,chromium_water_kg,15,0.05193249845136193,0.05193249845136193
SA,15,ewaste_proxy_tonnes,chromium_land_kg,15,0.625422374311353,0.625422374311353
SA,15,ewaste_proxy_tonnes,copper_air_kg,15,0.401595171717989,0.401595171717989
SA,15,ewaste_proxy_tonnes,copper_water_kg,15,0.3489365688118773,0.3489365688118773
SA,15,ewaste_proxy_tonnes,copper_land_kg,15,0.1915330888638202,0.1915330888638202
SA,15,ewaste_proxy_tonnes,zinc_air_kg,15,-0.38226661107620946,0.38226661107620946
SA,15,ewaste_proxy_tonnes,zinc_water_kg,15,0.19238711999477012,0.19238711999477012
SA,15,ewaste_proxy_tonnes,zinc_land_kg,15,-0.03727050917181884,0.03727050917181884
SA,15,ewaste_proxy_tonnes,tvoc_air_kg,15,-0.03533705686480723,0.03533705686480723
SA,15,ewaste_proxy_tonnes,tvoc_water_kg,15,-0.38081594347807735,0.38081594347807735
SA,15,ewaste_proxy_tonnes,tvoc_land_kg,15,-0.3808159434780773,0.3808159434780773
SA,15,ewaste_proxy_tonnes,pm10_air_kg,15,0.31132011804280135,0.31132011804280135
SA,15,ewaste_proxy_tonnes,pm10_water_kg,15,,
SA,15,ewaste_proxy_tonnes,pm10_land_kg,15,,
SA,15,ewaste_proxy_tonnes,pm25_air_kg,15,0.3369000299047301,0.3369000299047301
SA,15,ewaste_proxy_tonnes,pm25_water_kg,15,,
SA,15,ewaste_proxy_tonnes,pm25_land_kg,15,,
SA,15,hazardous_recycling_tonnes,total_air_emission_kg,15,0.10725131842870139,0.10725131842870139
SA,15,hazardous_recycling_tonnes,total_water_emission_kg,15,-0.28527275592606216,0.28527275592606216
SA,15,hazardous_recycling_tonnes,total_land_emission_kg,15,0.18882404615726225,0.18882404615726225
SA,15,hazardous_recycling_tonnes,lead_air_kg,15,0.3745893132432119,0.3745893132432119
SA,15,hazardous_recycling_tonnes,lead_water_kg,15,0.6684169504973644,0.6684169504973644
SA,15,hazardous_recycling_tonnes,lead_land_kg,15,-0.33827749373594357,0.33827749373594357
SA,15,hazardous_recycling_tonnes,mercury_air_kg,15,0.6856295206781723,0.6856295206781723
SA,15,hazardous_recycling_tonnes,mercury_water_kg,15,-0.709653356594297,0.709653356594297
SA,15,hazardous_recycling_tonnes,mercury_land_kg,15,-0.24784749438773707,0.24784749438773707
SA,15,hazardous_recycling_tonnes,cadmium_air_kg,15,-0.009216290110561987,0.009216290110561987
SA,15,hazardous_recycling_tonnes,cadmium_water_kg,15,0.6627407264189843,0.6627407264189843
SA,15,hazardous_recycling_tonnes,cadmium_land_kg,15,0.7755871035207883,0.7755871035207883
SA,15,hazardous_recycling_tonnes,nickel_air_kg,15,-0.5174163324704272,0.5174163324704272
SA,15,hazardous_recycling_tonnes,nickel_water_kg,15,-0.6837265412897081,0.6837265412897081
SA,15,hazardous_recycling_tonnes,nickel_land_kg,15,0.3070651834907939,0.3070651834907939
SA,15,hazardous_recycling_tonnes,chromium_air_kg,15,-0.5746226236782833,0.5746226236782833
SA,15,hazardous_recycling_tonnes,chromium_water_kg,15,0.12990579145045178,0.12990579145045178
SA,15,hazardous_recycling_tonnes,chromium_land_kg,15,0.7951354592074303,0.7951354592074303
SA,15,hazardous_recycling_tonnes,copper_air_kg,15,0.10718832879762884,0.10718832879762884
SA,15,hazardous_recycling_tonnes,copper_water_kg,15,0.4613933783880462,0.4613933783880462
SA,15,hazardous_recycling_tonnes,copper_land_kg,15,0.19941790793891945,0.19941790793891945
SA,15,hazardous_recycling_tonnes,zinc_air_kg,15,-0.44497404592688666,0.44497404592688666
SA,15,hazardous_recycling_tonnes,zinc_water_kg,15,0.6000124297108685,0.6000124297108685
SA,15,hazardous_recycling_tonnes,zinc_land_kg,15,-0.2920161306244551,0.2920161306244551
SA,15,hazardous_recycling_tonnes,tvoc_air_kg,15,-0.3087925049862538,0.3087925049862538
SA,15,hazardous_recycling_tonnes,tvoc_water_kg,15,-0.36248091469181076,0.36248091469181076
SA,15,hazardous_recycling_tonnes,tvoc_land_kg,15,-0.3624809146918107,0.3624809146918107
SA,15,hazardous_recycling_tonnes,pm10_air_kg,15,0.14642775966893318,0.14642775966893318
SA,15,hazardous_recycling_tonnes,pm10_water_kg,15,,
SA,15,hazardous_recycling_tonnes,pm10_land_kg,15,,
SA,15,hazardous_recycling_tonnes,pm25_air_kg,15,0.11547149924456672,0.11547149924456672
SA,15,hazardous_recycling_tonnes,pm25_water_kg,15,,
SA,15,hazardous_recycling_tonnes,pm25_land_kg,15,,
SA,15,hazardous_disposal_tonnes,total_air_emission_kg,15,0.7602115491187597,0.7602115491187597
SA,15,hazardous_disposal_tonnes,total_water_emission_kg,15,0.1664402575603014,0.1664402575603014
SA,15,hazardous_disposal_tonnes,total_land_emission_kg,15,0.527601167620503,0.527601167620503
SA,15,hazardous_disposal_tonnes,lead_air_kg,15,0.3695982558027216,0.3695982558027216
SA,15,hazardous_disposal_tonnes,lead_water_kg,15,-0.24595769378862584,0.24595769378862584
SA,15,hazardous_disposal_tonnes,lead_land_kg,15,-0.23787981642374226,0.23787981642374226
SA,15,hazardous_disposal_tonnes,mercury_air_kg,15,-0.10837621123991856,0.10837621123991856
SA,15,hazardous_disposal_tonnes,mercury_water_kg,15,-0.1425405027122602,0.1425405027122602
SA,15,hazardous_disposal_tonnes,mercury_land_kg,15,-0.20174950119969107,0.20174950119969107
SA,15,hazardous_disposal_tonnes,cadmium_air_kg,15,0.6144770415248813,0.6144770415248813
SA,15,hazardous_disposal_tonnes,cadmium_water_kg,15,-0.00944776977143176,0.00944776977143176
SA,15,hazardous_disposal_tonnes,cadmium_land_kg,15,-0.22609392555818877,0.22609392555818877
SA,15,hazardous_disposal_tonnes,nickel_air_kg,15,0.2520701994047179,0.2520701994047179
SA,15,hazardous_disposal_tonnes,nickel_water_kg,15,-0.08794238190869291,0.08794238190869291
SA,15,hazardous_disposal_tonnes,nickel_land_kg,15,0.378792586649868,0.378792586649868
SA,15,hazardous_disposal_tonnes,chromium_air_kg,15,0.15040823571333783,0.15040823571333783
SA,15,hazardous_disposal_tonnes,chromium_water_kg,15,-0.038730555157536664,0.038730555157536664
SA,15,hazardous_disposal_tonnes,chromium_land_kg,15,0.218175801345265,0.218175801345265
SA,15,hazardous_disposal_tonnes,copper_air_kg,15,0.47130128976529656,0.47130128976529656
SA,15,hazardous_disposal_tonnes,copper_water_kg,15,0.10779852014673134,0.10779852014673134
SA,15,hazardous_disposal_tonnes,copper_land_kg,15,0.10278776708387495,0.10278776708387495
SA,15,hazardous_disposal_tonnes,zinc_air_kg,15,-0.1635277664024615,0.1635277664024615
SA,15,hazardous_disposal_tonnes,zinc_water_kg,15,-0.2261568036917556,0.2261568036917556
SA,15,hazardous_disposal_tonnes,zinc_land_kg,15,0.18864392247657336,0.18864392247657336
SA,15,hazardous_disposal_tonnes,tvoc_air_kg,15,0.20409303693373487,0.20409303693373487
SA,15,hazardous_disposal_tonnes,tvoc_water_kg,15,-0.23151771395396822,0.23151771395396822
SA,15,hazardous_disposal_tonnes,tvoc_land_kg,15,-0.2315177139539681,0.2315177139539681
SA,15,hazardous_disposal_tonnes,pm10_air_kg,15,0.31386007917385245,0.31386007917385245
SA,15,hazardous_disposal_tonnes,pm10_water_kg,15,,
SA,15,hazardous_disposal_tonnes,pm10_land_kg,15,,
SA,15,hazardous_disposal_tonnes,pm25_air_kg,15,0.3752644988981601,0.3752644988981601
SA,15,hazardous_disposal_tonnes,pm25_water_kg,15,,
SA,15,hazardous_disposal_tonnes,pm25_land_kg,15,,
TAS,15,ewaste_proxy_tonnes,total_air_emission_kg,15,0.250481054482001,0.250481054482001
TAS,15,ewaste_proxy_tonnes,total_water_emission_kg,15,-0.40524668891511023,0.40524668891511023
TAS,15,ewaste_proxy_tonnes,total_land_emission_kg,15,-0.12002762610269167,0.12002762610269167
TAS,15,ewaste_proxy_tonnes,lead_air_kg,15,-0.1997337988952653,0.1997337988952653
TAS,15,ewaste_proxy_tonnes,lead_water_kg,15,-0.13951137746331205,0.13951137746331205
TAS,15,ewaste_proxy_tonnes,lead_land_kg,15,0.39610865566052256,0.39610865566052256
TAS,15,ewaste_proxy_tonnes,mercury_air_kg,15,-0.02821174992425976,0.02821174992425976
TAS,15,ewaste_proxy_tonnes,mercury_water_kg,15,-0.10048550715221208,0.10048550715221208
TAS,15,ewaste_proxy_tonnes,mercury_land_kg,15,-0.21667539139133474,0.21667539139133474
TAS,15,ewaste_proxy_tonnes,cadmium_air_kg,15,0.0004430353390096953,0.0004430353390096953
TAS,15,ewaste_proxy_tonnes,cadmium_water_kg,15,-0.03386106524630463,0.03386106524630463
TAS,15,ewaste_proxy_tonnes,cadmium_land_kg,15,-0.6022375544601214,0.6022375544601214
TAS,15,ewaste_proxy_tonnes,nickel_air_kg,15,-0.11743055635512581,0.11743055635512581
TAS,15,ewaste_proxy_tonnes,nickel_water_kg,15,-0.21861568289263025,0.21861568289263025
TAS,15,ewaste_proxy_tonnes,nickel_land_kg,15,-0.1811613916499924,0.1811613916499924
TAS,15,ewaste_proxy_tonnes,chromium_air_kg,15,-0.10153323906022053,0.10153323906022053
TAS,15,ewaste_proxy_tonnes,chromium_water_kg,15,-0.4113299190826013,0.4113299190826013
TAS,15,ewaste_proxy_tonnes,chromium_land_kg,15,-0.13978071538995657,0.13978071538995657
TAS,15,ewaste_proxy_tonnes,copper_air_kg,15,-0.3497345682611205,0.3497345682611205
TAS,15,ewaste_proxy_tonnes,copper_water_kg,15,-0.31457615604310035,0.31457615604310035
TAS,15,ewaste_proxy_tonnes,copper_land_kg,15,0.40557560241509183,0.40557560241509183
TAS,15,ewaste_proxy_tonnes,zinc_air_kg,15,-0.19641832326738473,0.19641832326738473
TAS,15,ewaste_proxy_tonnes,zinc_water_kg,15,-0.30416253438713736,0.30416253438713736
TAS,15,ewaste_proxy_tonnes,zinc_land_kg,15,0.7254140868568785,0.7254140868568785
TAS,15,ewaste_proxy_tonnes,tvoc_air_kg,15,-0.18498880235883627,0.18498880235883627
TAS,15,ewaste_proxy_tonnes,tvoc_water_kg,15,-0.14403795581879505,0.14403795581879505
TAS,15,ewaste_proxy_tonnes,tvoc_land_kg,15,-0.14403795581879503,0.14403795581879503
TAS,15,ewaste_proxy_tonnes,pm10_air_kg,15,-0.3979047926692839,0.3979047926692839
TAS,15,ewaste_proxy_tonnes,pm10_water_kg,15,,
TAS,15,ewaste_proxy_tonnes,pm10_land_kg,15,,
TAS,15,ewaste_proxy_tonnes,pm25_air_kg,15,-0.13910148831336597,0.13910148831336597
TAS,15,ewaste_proxy_tonnes,pm25_water_kg,15,,
TAS,15,ewaste_proxy_tonnes,pm25_land_kg,15,,
